cluster0,  81 909 1422 1644 1655 1811 2096 2425 2516 3660 3800 4374 5130 5404 7179 8173 8813 8840 8942 9779 9969 10717 10834 10946 12259 13459 14132 14528 14991 15525 15658 15863 16112 16480 16685 17103 17364 17527 18450 18815 18829 18944 18969 19437 20959 21770 22648 24187 24458 24608 25225 25748 26194 26201 26260 26754 27200 27259 27271 27397 27400 27755 27828 27919 28114 28125 28135 28298 28797 29105 30304 30713 31170 31242 31561 31650 31668 31816 31884 32246 33756 33876 34188 34235 34324 34339 35154 35243 36477 36660 37218 37482 37967 37994 39453 39465 39624 39653 39663 39674 40211 41168 41327 41838 42121 42800 42807 43162 43798 44405 44783 45078 45079 45135 45396 45528 45817 46111 46270 46406 46491 46640 47571 47878 47895 48046 49337 49448 50081 50093 50103 50127 50140 50537 51463 51781 51783 52110 52467 52972 53469 53608 54431 54433 54789 55246 55590 55912 56522 56845 56867 56964 57071 57143 57149 57290 58273 58347 58490 58604 58681 58714 58737 58758 58902 59150 59499 59500 60284 60367 60369 60633 61711 61763 61794 62132 62520 62676 62748 63847 63848 63877 63878 64461 64489 64976 65406 65509 65510 66203 66955 66971 68758 69205 69651 69891 70778 71130 71147 71331 72147 72415 73049 73552 73874 74072 74077 74375 74381 74647 75394 75528 75721 75769 76062 76147 76195 77572 78090 78104 79463 80602 80630 80854 81247 82735 82856 82983 83331 83443 84026 84222 84715 84976 84992 85978 86004 86330 86410 86491 86806 86818 88563 88898 88936 90893 91490 91685 91820 91851 91884 92301 92707 93081 93199 93275 94318 94739 94836 95126 95596 95734 97528 97825 97881 97993 97996 98023 99014 99704 100613
cluster1,  546 612 704 1128 1167 1175 1181 1573 1590 1840 1855 1865 2381 2434 2510 2588 2848 3045 3146 3208 3462 3472 3489 3606 3639 3650 3652 3718 3945 3993 4084 4132 4495 4522 4543 4585 4606 4847 4867 5146 5352 5407 5418 5883 5902 5947 6020 6118 6142 6154 6250 6441 6467 6771 7051 7055 7200 7449 7493 7504 7575 7639 7894 7902 7903 8108 8154 8155 8165 8514 8528 8602 8653 8654 8668 8971 9058 9445 9517 9586 9595 9903 9990 10073 10084 10432 10599 10602 10883 10891 10928 10973 11218 11248 11259 11657 11661 11762 11966 11988 12001 12009 12363 12419 12545 12574 12607 12844 13010 13177 13318 13488 13496 13597 13631 13765 13767 13879 13892 13943 14068 14127 14367 14568 14687 14893 14943 15123 15430 15575 15633 15938 16060 16082 16357 16448 16508 16511 16739 16749 17066 17076 17080 17202 17206 17221 17225 17355 17369 17639 17657 17695 17814 17858 17860 17871 18021 18063 18078 18357 18375 18447 18765 18769 18842 18875 19333 19416 19466 19752 19769 19871 19978 20002 20017 20123 20199 20469 20484 20500 20656 20706 20772 20877 20924 20986 21245 21398 21430 21455 21922 21932 22254 22292 22356 22381 22464 22781 22819 22838 22880 23163 23369 23370 23396 23615 23773 24023 24089 24707 24823 24911 25110 25281 25295 25378 25446 25773 25850 25873 25898 26345 26401 26940 26949 26980 27268 27283 27316 27441 27479 27482 27910 27914 27928 28268 28478 28493 29492 29719 29926 30028 30240 30255 30286 30374 30376 30695 30821 31026 31114 31268 31293 31389 31896 32235 32395 32558 32629 32651 32671 32893 32955 32958 33226 33430 33434 33443 33783 33902 33903 33938 34258 34843 35625 35661 35945 35981 35996 36356 36402 36413 36494 36928 36929 37020 37346 37379 37444 38025 38270 38311 38353 38568 38581 38961 38980 39158 39225 39270 40178 40292 40631 41292 41321 41626 41633 41991 42275 42311 42642 42787 42917 43254 43401 43954 44268 44279 44372 44637 44972 45226 45234 45255 45336 45412 45482 45797 45869 46314 46376 46721 46826 47361 47362 47670 47713 47787 47825 47959 47977 48043 48279 48308 48405 48418 48529 49290 49325 49386 49436 49646 49775 49892 49966 49983 50351 50458 50700 50706 51026 51036 51037 51229 51237 51249 51265 51727 51809 51838 51872 51925 51948 52309 52370 52794 52894 52933 53286 53365 53744 53907 54024 54050 54280 54285 54313 54352 54788 54833 54928 55265 55289 55752 55771 55892 55945 56249 56348 56685 56713 56731 56978 57193 57221 57655 57659 57707 57742 57850 58192 58213 58322 58340 58468 58672 58720 59067 59130 59170 59249 59462 59516 59538 59817 59940 60069 60152 60158 60705 60983 61164 61204 61239 61291 61373 61601 61677 61888 61898 61912 61971 62322 62665 62699 63055 63076 63281 63313 63332 63383 63427 63557 64546 64563 64938 65070 65422 65491 65561 65655 65660 65725 65782 65877 66170 66230 66268 66365 66514 66620 66663 66710 66712 67227 67231 67271 67416 67494 67562 67730 68011 68161 68174 68466 68612 68722 68723 68976 69024 69085 69338 69609 69758 69759 69874 69908 70255 70298 70615 70678 70705 70847 70862 71170 71172 71428 71619 71667 71793 72120 72125 72176 72239 72403 72765 73365 73660 73675 73767 74178 74231 74258 74341 74521 74655 74853 74854 75090 75125 75606 75710 75773 75846 76019 76186 76213 76257 76325 76708 76742 77143 77225 77367 77722 77758 77766 78048 78066 78069 78296 78466 78600 78619 78659 78716 78727 78748 79050 79103 79167 79271 79279 79505 79632 79672 79744 79782 80113 80119 80502 80506 80627 80890 80969 81148 81270 81415 81502 81550 81576 81637 81684 81929 81972 81982 81994 82034 82057 82071 82140 82489 82503 82601 82938 82957 82975 83159 83413 83444 83567 83795 83859 83886 83887 83960 84204 84223 84249 84460 84539 84773 84863 84969 85121 85346 85516 85665 85668 85671 85917 85995 86389 86470 86769 86808 86835 86988 87056 87063 87233 87302 87535 87816 88239 88421 88510 88536 88893 88917 89035 89328 89419 89551 89675 89686 89751 89763 89861 89881 89999 90315 90933 90978 91005 91049 91373 91467 91855 91954 92272 92317 92657 92675 92921 92939 92942 92972 93149 93220 93370 93388 93644 93723 93797 93908 94046 94145 94191 94335 94363 94760 94842 95203 95219 95240 95264 95562 95638 95777 95823 96110 96162 96187 96205 96294 96320 96456 96459 96532 96626 97024 97213 97327 97487 97505 97558 97644 98006 98114 98346 98362 98656 98699 98957 98997 99063 99116 99305 99402 99432 99686 99913 100054 100062 100377 100895 100957 101136 101140 101166 101259
cluster2,  296 513 1006 1696 2192 3191 7021 7986 9500 9716 10514 10645 11053 12324 12350 14694 15224 15385 15494 16004 16292 16490 16756 16901 16938 17211 17381 17436 17696 17918 18518 18750 19394 20044 20487 20537 20809 21021 21173 21477 21984 22682 22935 23352 24424 24617 24719 24803 25414 25592 25992 26063 26306 26336 26518 26519 26821 26945 27042 27378 27493 27494 27633 27986 28034 28060 28475 28529 28541 28749 29191 29192 29571 29616 29798 29827 29957 30018 30048 30052 30076 30215 30357 30466 30793 30844 30890 30930 30937 30949 31408 31488 32679 32994 33028 33051 33409 33505 33741 33997 34048 34504 34538 34968 35103 35725 36693 36817 36923 37082 37803 38424 38733 38737 38770 38932 38936 38939 38946 38947 38975 39002 39337 39410 39412 39627 39927 40247 40450 40460 40888 43017 44096 44527 44768 45089 46002 46479 46709 47812 47858 47911 48006 48113 48309 48538 49039 49053 49158 49553 51067 51081 51115 51487 51509 53479 54287 54990 55020 55220 57003 57212 57421 57437 58798 59024 59111 63545 66128 66169 66200 66515 66583 66796 68805 69194 69508 69572 69615 69851 69859 69915 69945 70866 71409 71613 73855 75194 75204 75926 77566 77835 77872 78077 78293 78402 78863 80470 80489 80490 80535 80896 81115 81298 81430 81434 81589 81837 81883 81943 81985 82123 82230 82325 82497 82705 83106 83460 83496 83871 83888 83948 84250 84904 84905 85043 85071 85220 85510 86145 86170 86298 86461 86623 86816 86826 86925 86990 87007 87164 87592 87627 87637 87647 88094 88330 88605 88606 88689 89067 89082 89155 89185 89318 89381 89533 89590 89719 89811 89836 89877 89996 90064 90556 90565 90578 90584 90586 90591 90652 91058 91108 91515 91541 91546 91549 91562 91575 91791 91799 91830 91848 91989 92033 92099 92138 92470 92476 92479 92532 92609 92670 92826 92836 92936 92993 93018 93061 93096 93135 93246 93426 93460 93815 93863 94126 94140 94166 94425 94447 94507 94743 94879 94909 94929 95071 95316 95361 95383 95510 95558 95587 95589 95641 95781 95812 95815 95908 95909 95913 95935 96036 96337 96343 96347 96350 96368 96386 96540 96597 96646 96667 96762 96784 96791 96804 96814 96815 96816 96821 96822 96826 96831 96837 96840 96851 97019 97093 97226 97287 97291 97300 97433 97559 97724 97730 97951 98016 98185 98197 98233 98388 98457 98516 98565 98628 98752 98770 98869 98897 99160 99179 99180 99213 99315 99606 99618 99643 99644 99679 99721 99782 99788 99808 99838 99892 99962 100023 100042 100082 100095 100137 100281 100313 100358 100365 100488 100548 100567 100588 100593 100594 100599 100659 100691 100979 100993 101001 101013 101031 101039 101248
cluster3,  18 41 72 119 126 250 353 557 710 711 729 768 851 856 913 1008 1133 1189 1192 1239 1277 1289 1384 1390 1429 1455 1477 1636 1650 1703 2178 2180 2263 2282 2341 2383 2474 2519 2536 2593 2595 2645 2648 2870 2874 2920 2922 2924 3103 3119 3176 3545 3648 3683 3685 3687 3789 3909 3970 4006 4013 4180 4197 4236 4331 4339 4345 4368 4392 4537 4562 4568 4594 4629 4645 4712 4765 4881 4898 4947 4962 4976 5021 5074 5100 5104 5131 5154 5254 5328 5439 5498 5499 5541 5581 5611 5656 5718 5786 5845 5899 5903 5919 5922 5924 5967 6035 6052 6054 6103 6104 6121 6165 6192 6201 6331 6407 6422 6522 6526 6603 6688 6718 6725 6728 6729 6837 6882 6974 7064 7066 7106 7112 7130 7212 7225 7226 7248 7329 7345 7367 7379 7423 7529 7542 7573 7625 7656 7687 7718 7795 7833 7836 7858 7883 7943 7953 7971 7974 7975 8006 8036 8083 8202 8280 8284 8348 8374 8414 8441 8500 8548 8554 8565 8694 8814 8952 8977 9059 9124 9178 9184 9306 9453 9515 9633 9635 9688 9710 9749 9838 9872 9915 9937 9996 10044 10070 10075 10085 10103 10119 10137 10152 10196 10208 10244 10267 10275 10342 10392 10478 10495 10541 10546 10640 10643 10698 10795 10804 10822 10861 10929 10937 10961 10982 11026 11087 11093 11109 11110 11159 11175 11241 11275 11384 11426 11601 11685 11735 11862 11869 11882 11917 11983 12044 12085 12091 12199 12200 12205 12224 12260 12444 12485 12534 12540 12580 12610 12622 12638 12826 12880 13042 13085 13090 13159 13175 13324 13391 13575 13685 13700 13733 13771 13812 13826 13910 14120 14250 14282 14283 14365 14393 14431 14488 14676 14683 14684 14706 14712 14854 15055 15157 15178 15201 15243 15569 15578 15589 15696 15715 15716 15717 15892 15901 15939 15993 16118 16137 16152 16222 16237 16422 16464 16542 16592 16639 16698 16800 16889 16959 16988 17054 17060 17063 17093 17179 17184 17252 17260 17327 17343 17358 17399 17462 17485 17531 17603 17684 17698 17710 17737 17763 17772 17784 17836 18107 18186 18321 18484 18528 18902 18998 18999 19026 19054 19082 19142 19160 19169 19236 19306 19346 19420 19452 19460 19511 19512 19527 19548 19556 19567 19576 19579 19601 19619 19726 19740 19742 19862 19876 19906 19930 19936 19937 19957 19992 20115 20209 20326 20342 20445 20483 20490 20514 20575 20626 20715 20716 20792 20824 20952 21037 21052 21150 21162 21178 21206 21218 21233 21339 21414 21473 21577 21660 21713 21718 21723 21760 21777 21844 21930 21973 22042 22070 22139 22285 22336 22337 22344 22375 22401 22477 22528 22531 22538 22544 22551 22562 22667 22715 22783 22786 22806 22836 22863 22912 22924 22942 22948 23000 23088 23119 23187 23208 23295 23296 23337 23415 23426 23442 23490 23494 23534 23609 23612 23695 23715 23725 23819 23829 23850 23852 23952 23966 24001 24048 24075 24250 24365 24371 24374 24379 24392 24414 24419 24429 24438 24456 24466 24478 24482 24483 24511 24513 24519 24585 24586 24622 24655 24661 24667 24817 24844 24885 24908 24923 24940 24942 24970 24993 25018 25082 25153 25170 25183 25203 25222 25254 25258 25289 25301 25350 25405 25411 25473 25493 25564 25629 25652 25663 25779 25789 25884 25902 25933 25936 25959 26013 26014 26015 26068 26072 26097 26109 26116 26188 26207 26249 26326 26402 26428 26433 26437 26458 26467 26479 26480 26483 26514 26524 26546 26557 26573 26611 26650 26729 26776 26784 26785 26856 26875 26962 26982 26992 26998 27007 27043 27071 27105 27127 27143 27173 27208 27276 27324 27345 27472 27507 27531 27535 27563 27620 27656 27727 27742 27754 27778 27788 27841 27922 27933 27976 27981 28020 28040 28154 28192 28245 28272 28288 28318 28431 28464 28474 28479 28504 28567 28579 28598 28611 28850 28863 28919 28965 28975 28980 28993 29078 29114 29118 29168 29207 29245 29256 29278 29420 29441 29455 29494 29498 29501 29541 29542 29550 29800 29822 29839 29923 30024 30191 30332 30458 30481 30496 30558 30573 30703 30740 30778 30804 30889 30904 30928 30944 30980 30992 31110 31115 31504 31509 31670 31681 31719 31729 31731 31781 31916 31976 32099 32251 32280 32388 32449 32456 32496 32544 32716 32779 32799 32818 32870 33240 33264 33377 33445 33485 33495 33497 33508 33528 33577 33590 33631 33645 33712 33775 33911 33926 33985 33998 34047 34153 34184 34207 34233 34298 34362 34366 34409 34420 34430 34465 34471 34630 34673 34686 34793 34808 34810 34912 34915 34947 34960 35023 35039 35066 35126 35199 35210 35342 35372 35459 35525 35547 35566 35664 35665 35728 35814 35972 36015 36085 36154 36177 36329 36414 36520 36544 36618 36628 36781 36824 36870 36871 36894 36951 36987 37007 37014 37147 37191 37261 37290 37337 37627 37638 37642 37741 37808 37848 37875 38030 38041 38160 38205 38279 38320 38412 38450 38502 38677 38680 38808 38838 38962 39011 39075 39106 39127 39161 39164 39183 39390 39439 39590 39650 39783 39795 39813 39828 39867 39892 39964 39990 40205 40233 40363 40447 40461 40491 40534 40540 40544 40573 40579 40694 40789 40821 40832 40843 40853 40883 40953 40957 40985 41046 41048 41073 41124 41132 41149 41254 41264 41370 41431 41433 41435 41453 41466 41534 41576 41584 41724 41730 41731 41734 41802 41875 41894 41945 41956 42046 42155 42209 42313 42368 42488 42491 42619 42758 42806 42823 42831 42873 42878 42889 42902 42904 42905 42915 43105 43174 43435 43523 43574 43816 43826 43829 43916 43942 43983 44018 44058 44108 44143 44179 44253 44296 44457 44479 44571 44577 44582 44630 44706 44949 45011 45027 45080 45151 45164 45177 45189 45190 45221 45232 45301 45378 45391 45421 45456 45500 45577 45623 45627 45632 45646 45655 45661 45667 45715 45725 45748 45749 45830 45904 45977 45984 45988 45999 46016 46020 46087 46208 46244 46271 46286 46299 46309 46335 46362 46506 46561 46593 46657 46674 46697 46701 46737 46740 46747 46813 46851 47019 47043 47046 47051 47054 47063 47141 47158 47162 47169 47194 47196 47201 47202 47207 47214 47286 47322 47348 47375 47451 47484 47492 47496 47508 47520 47525 47529 47530 47556 47558 47576 47597 47609 47621 47652 47658 47691 47803 47828 47843 47845 47920 47922 47975 48004 48011 48038 48058 48068 48070 48098 48115 48126 48203 48227 48243 48263 48264 48277 48288 48298 48301 48315 48352 48457 48475 48545 48547 48548 48574 48607 48609 48643 48644 48729 48801 48814 48845 48847 48848 48866 48941 48975 48996 49031 49046 49052 49056 49066 49074 49075 49114 49122 49146 49153 49206 49213 49223 49237 49263 49311 49375 49396 49480 49513 49515 49516 49521 49527 49536 49581 49584 49588 49605 49607 49611 49636 49642 49666 49676 49677 49681 49719 49726 49730 49760 49788 49793 49799 49807 49845 49915 49996 50010 50188 50197 50225 50262 50334 50429 50432 50435 50501 50533 50536 50553 50641 50656 50690 50691 50699 50708 50718 50727 50801 50829 50857 50900 51094 51096 51107 51110 51286 51421 51512 51517 51526 51541 51716 51831 51942 51988 52005 52080 52115 52181 52611 52629 52694 52799 52842 52943 52944 53001 53135 53161 53170 53220 53234 53235 53366 53389 53434 53441 53449 53487 53501 53504 53519 53527 53570 53590 53627 53642 53733 53809 53929 53946 53955 54030 54047 54199 54405 54471 54489 54704 54755 54821 54882 54910 54911 54920 54992 55057 55104 55389 55430 55509 55533 55579 55866 55905 55996 56044 56050 56051 56061 56164 56192 56232 56276 56405 56412 56440 56459 56485 56577 56604 56625 56626 56629 56630 56631 56641 56678 56823 56827 56835 56935 56946 56950 56973 56974 56985 57085 57160 57259 57265 57373 57452 57471 57529 57577 57618 57624 57786 57824 57830 57864 57868 57892 57893 57948 58049 58279 58314 58336 58362 58379 58418 58647 58648 58651 58810 58853 58878 58892 58905 58911 58930 58987 59022 59254 59257 59287 59338 59348 59372 59379 59441 59553 59560 59801 60028 60144 60202 60230 60311 60413 60520 60521 60627 60671 60739 60801 60802 60868 60916 60975 61015 61139 61179 61181 61358 61439 61578 61681 61884 61895 61948 61992 62032 62049 62078 62339 62405 62413 62418 62419 62475 62574 62598 62643 62653 62654 62750 62871 62938 62997 63027 63136 63142 63345 63460 63471 63949 63960 64022 64435 64534 64549 64911 64918 65017 65115 65120 65154 65301 65575 65776 65778 65779 65813 66262 66332 66423 66461 66552 66713 66808 67168 67169 67180 67246 67262 67266 67278 67370 67511 67515 67975 68089 68115 68172 68257 68495 68541 68548 68718 68794 68814 68888 68894 68933 69067 69123 69341 69365 69588 69599 69854 69872 69901 70232 70233 70272 70383 70467 70543 70692 70756 70811 71049 71178 71281 71365 71373 71450 71462 71469 71540 71544 71545 71551 71605 71754 71847 71881 71907 71910 71930 72007 72009 72011 72265 72457 72458 72567 72713 72717 72822 72924 72941 73031 73036 73168 73195 73196 73226 73302 73317 73383 73419 73422 73434 73454 73479 73510 73548 73567 73784 73884 74020 74035 74161 74162 74277 74364 74417 74432 74445 74501 74774 74884 75160 75163 75200 75343 75375 75382 75652 75657 75684 75903 75904 76012 76023 76039 76090 76127 76151 76153 76233 76354 76356 76358 76403 76408 76443 76481 76724 76804 76885 76972 76991 77013 77160 77379 77585 77589 77621 77627 77645 77896 77926 77964 77975 78226 78270 78271 78364 78365 78513 78584 78610 78834 78908 79016 79182 79266 79294 79295 79299 79397 79577 79791 79840 80098 80100 80174 80292 80327 80328 80383 80391 80425 80734 80738 80742 80780 80784 80792 80797 80803 80810 80888 80895 80907 80912 80923 80980 81015 81020 81043 81094 81136 81212 81228 81246 81253 81265 81272 81278 81279 81315 81394 81477 81496 81566 81640 81651 81687 81756 81761 81769 81778 81791 81849 81857 81915 82081 82114 82157 82170 82301 82464 82498 82501 82610 82641 82674 82712 82718 82732 82776 82837 82840 82934 82950 82958 82982 83185 83284 83317 83330 83540 83590 83636 83669 83752 83793 83797 83805 83806 83865 84011 84059 84077 84078 84089 84092 84104 84112 84119 84126 84133 84164 84168 84189 84197 84216 84230 84236 84256 84259 84347 84362 84571 84578 84622 84672 84681 84684 84689 84695 84697 84701 84737 84812 84859 84929 84936 85128 85154 85190 85192 85193 85300 85332 85420 85507 85573 85577 85604 85705 85721 85886 86149 86284 86287 86305 86332 86360 86442 86613 86618 86632 86633 86696 86739 86740 86846 86916 86931 86943 86972 86973 87031 87092 87218 87242 87289 87300 87355 87373 87607 87621 87703 87750 87753 87781 87791 87812 87830 87854 87906 87960 88013 88072 88085 88173 88255 88337 88342 88491 88530 88548 88557 88690 88714 88723 88760 88773 88828 88872 88933 88958 88976 89000 89047 89063 89076 89077 89118 89145 89390 89429 89438 89490 89525 89527 89531 89558 89571 89699 89709 89780 89807 89827 89842 89891 89916 89964 89981 90027 90050 90051 90052 90058 90097 90119 90156 90199 90231 90273 90276 90280 90319 90321 90323 90451 90509 90534 90549 90551 90561 90573 90577 90654 90669 90680 90717 90723 90755 90844 90888 90896 90945 90953 90967 90995 91042 91050 91081 91121 91137 91222 91235 91266 91303 91314 91332 91403 91441 91444 91478 91506 91587 91633 91703 91764 91770 91778 91945 91961 92042 92103 92154 92155 92171 92174 92319 92404 92496 92541 92561 92783 92793 92950 93072 93179 93252 93427 93649 93695 93737 93796 93813 93880 93881 93883 94076 94081 94165 94428 94470 94538 94552 94691 94695 94698 94834 94841 94846 94963 95423 95537 95649 95881 96140 96240 96264 96270 96358 96526 96807 96829 96893 97014 97086 97142 97192 97344 97411 97537 97584 97625 97738 97822 97869 97885 97955 98025 98165 98243 98430 98432 98434 98541 98618 98653 98660 98712 98714 98720 98722 98734 98744 98767 98776 98784 98885 98941 98950 98984 99011 99076 99161 99162 99174 99178 99187 99223 99265 99292 99294 99297 99316 99335 99368 99433 99516 99588 99621 99645 99673 99758 99806 99825 100011 100050 100067 100091 100119 100131 100156 100206 100207 100287 100293 100363 100495 100530 100634 100933 100985
cluster4,  1333 1440 1869 2235 2385 3865 4336 4399 4426 4812 4897 5055 5092 5304 7458 7859 7958 8135 8416 10440 10618 10850 10862 10890 11113 11145 11219 11439 13327 13819 13863 14267 14383 16997 18122 19311 20467 20479 20747 21193 23118 23502 23766 23953 23978 27056 27186 29220 29557 29700 29858 29928 29954 30078 30197 30462 30572 32249 32595 32678 32783 32906 32926 32932 33054 33250 33274 33284 34685 35145 35586 35607 35787 35853 36167 36191 36286 38243 38272 38546 38619 38801 38920 39088 39103 39162 40945 40988 41230 41441 41504 41600 41613 41786 41791 41796 41983 42060 42064 42190 44250 44685 44916 44971 45060 45436 47012 47261 47620 47923 48028 48235 50106 50259 51032 51092 51095 53437 53758 53968 53970 54084 54125 54367 56295 56649 56690 56922 57028 57152 57172 57286 57609 59127 59192 59465 59524 59794 59802 59813 60004 60007 62216 62300 62683 62714 62877 62935 63013 63130 63330 63639 65312 65818 65830 65891 66186 66317 67084 67990 68316 68442 68482 68815 68887 68927 68971 69093 69128 69131 69148 69174 69397 69399 69430 69435 70071 71582 71583 71599 72045 72324 72345 72346 72356 72497 72543 72620 74151 74608 74620 74644 74993 75023 75614 75621 75646 76117 76822 77275 77629 77646 77724 77738 77997 78025 78220 78240 78274 78408 78434 78493 78602 80459 80501 80886 80933 80940 81124 81445 81464 82898 83205 83236 83285 83415 83514 83687 83732 83817 83843 83852 83988 83994 83998 84008 84047 84048 84049 84107 84116 84123 84270 84271 84272 84278 84284 84298 84330 84364 85084 85348 85944 86334 86349 86754 86803 86939 87044 87172 87201 87241 88490 90110 90313 91825 92044 92136 92182 92361 92461 92477 92484 92653 92689 92788 92789 92794 92805 92927 92968 93020 93022 93042 93216 93261 93285 93483 93685 93966 94125 94281 95059 95069 95076 95097 95456 95514 95525 95570 95691 95727 95804 95876 95927 95937 95968 96048 97918 97977 97983 98310 98323 98337 98360 98389 98503 98678 98682 98684 98754 98763 98820 98879 100386 101130 101142 101145
